UWI,Lat,Long,Elevation,TVD,DogLegSev,Azimuth
102/08-06-062-18W5/00,54.34279,116.70255,-972.2,1889.8,4.1,75.11
102/08-06-062-18W5/00,54.34281,116.70235,-995.83,1913.43,2.83,79.03
102/08-06-062-18W5/00,54.34284,116.70214,-1018.62,1936.22,1.72,77.53
102/08-06-062-18W5/00,54.34294,116.70152,-1087.94,2005.54,1.35,71.11
102/08-06-062-18W5/00,54.34298,116.70133,-1110.63,2028.23,1.08,70.12
102/08-06-062-18W5/00,54.34306,116.70096,-1157.64,2075.24,1.32,67.98
102/08-06-062-18W5/00,54.3431,116.70078,-1181.99,2099.59,1.63,71.2
102/08-06-062-18W5/00,54.34313,116.7006,-1206.3,2123.9,1.72,74.44
102/08-06-062-18W5/00,54.34316,116.70041,-1230.24,2147.84,1.11,73.85
102/08-06-062-18W5/00,54.3432,116.70022,-1254.7,2172.3,0.95,72.63
102/08-06-062-18W5/00,54.34323,116.70002,-1278.46,2196.06,0.69,71.72
102/08-06-062-18W5/00,54.34327,116.69983,-1301.99,2219.59,0.77,70.93
102/08-06-062-18W5/00,54.34331,116.69964,-1325.4,2243,0.82,70.36
102/08-06-062-18W5/00,54.34336,116.69943,-1348.57,2266.17,1.88,69
102/08-06-062-18W5/00,54.3434,116.69923,-1371.25,2288.85,1.34,69.12
102/08-06-062-18W5/00,54.34345,116.69902,-1394.05,2311.65,2.28,69.66
102/08-06-062-18W5/00,54.34359,116.69845,-1462.5,2380.1,0.92,65.41
102/08-06-062-18W5/00,54.34364,116.69826,-1486.42,2404.02,2.07,63.18
102/08-06-062-18W5/00,54.34369,116.69809,-1510.73,2428.33,1.34,63.59
102/08-06-062-18W5/00,54.34374,116.69792,-1535.1,2452.7,1.39,63.95
102/08-06-062-18W5/00,54.34377,116.69775,-1559.64,2477.24,5.2,73.93
102/08-06-062-18W5/00,54.34379,116.69759,-1584.36,2501.96,5.1,85.28
102/08-06-062-18W5/00,54.34379,116.69743,-1609.47,2527.07,5.25,97.52
102/08-06-062-18W5/00,54.34377,116.69727,-1634.14,2551.74,5.73,109.65
102/08-06-062-18W5/00,54.34373,116.69711,-1658.79,2576.39,4.13,117.09
102/08-06-062-18W5/00,54.34367,116.69695,-1682.92,2600.52,2.7,122.54
102/08-06-062-18W5/00,54.34361,116.69682,-1706.3,2623.9,5.7,132.74
102/08-06-062-18W5/00,54.34354,116.6967,-1731.86,2649.46,3.59,139.5
102/08-06-062-18W5/00,54.34346,116.69658,-1755.9,2673.5,1.69,139.43
102/08-06-062-18W5/00,54.34337,116.69646,-1779.93,2697.53,1.14,139.09
102/08-06-062-18W5/00,54.34329,116.69633,-1803.48,2721.08,1.08,137.64
102/08-06-062-18W5/00,54.3432,116.69619,-1827.33,2744.93,1.65,137.87
102/08-06-062-18W5/00,54.34311,116.69605,-1850.6,2768.2,0.78,136.97
102/08-06-062-18W5/00,54.34302,116.69591,-1873.8,2791.4,1.5,137.08
102/08-06-062-18W5/00,54.34285,116.69562,-1920.77,2838.37,1.41,135.86
102/08-06-062-18W5/00,54.34278,116.69552,-1940.08,2857.68,3.87,135.11
102/08-06-062-18W5/00,54.34271,116.6954,-1963.46,2881.06,0.39,135.85
102/08-06-062-18W5/00,54.34263,116.69527,-1987.25,2904.85,5.55,139.39
102/08-06-062-18W5/00,54.34253,116.69512,-2010.19,2927.79,3.21,138.87
102/08-06-062-18W5/00,54.34243,116.69495,-2031.79,2949.39,6.87,133.22
102/08-06-062-18W5/00,54.34233,116.69475,-2052.31,2969.91,5.21,130
102/08-06-062-18W5/00,54.34221,116.69453,-2071.75,2989.35,3.74,132.36
102/08-06-062-18W5/00,54.34209,116.69431,-2089.85,3007.45,6.03,135.3
102/08-06-062-18W5/00,54.34195,116.69408,-2106.22,3023.82,5.11,136.35
102/08-06-062-18W5/00,54.3418,116.69383,-2120.68,3038.28,5.59,135.32
102/08-06-062-18W5/00,54.34164,116.69357,-2132.86,3050.46,7.24,135.82
102/08-06-062-18W5/00,54.34148,116.6933,-2142.5,3060.1,5.36,135.94
102/08-06-062-18W5/00,54.34131,116.69303,-2150.48,3068.08,3.15,137.2
102/08-06-062-18W5/00,54.34115,116.69277,-2156.49,3074.09,4.68,136.95
102/08-06-062-18W5/00,54.34114,116.69275,-2156.92,3074.52,4.74,136.93
102/08-06-062-18W5/00,54.34109,116.69267,-2158.44,3076.04,6.29,136.56
102/08-06-062-18W5/00,54.34097,116.69247,-2161.1,3078.7,6.3,135.7
102/08-06-062-18W5/00,54.34079,116.69218,-2162.62,3080.22,6.38,135.36
102/08-06-062-18W5/00,54.34062,116.69188,-2162.61,3080.21,0.89,135.03
102/08-06-062-18W5/00,54.34045,116.69159,-2162.43,3080.03,0.89,135.83
102/08-06-062-18W5/00,54.34027,116.6913,-2162.3,3079.9,1.08,134.88
102/08-06-062-18W5/00,54.3401,116.691,-2162.26,3079.86,0.38,134.58
102/08-06-062-18W5/00,54.33976,116.69042,-2162.15,3079.75,0.4,135.26
102/08-06-062-18W5/00,54.33958,116.69013,-2162.03,3079.63,1.28,136.42
102/08-06-062-18W5/00,54.3389,116.68899,-2161.26,3078.86,0.31,135.37
102/08-06-062-18W5/00,54.33838,116.68812,-2160.34,3077.94,0.17,135.8
102/08-06-062-18W5/00,54.33803,116.68754,-2159.86,3077.46,0.28,136.04
102/08-06-062-18W5/00,54.33786,116.68726,-2159.76,3077.36,0.22,135.89
102/08-06-062-18W5/00,54.33769,116.68697,-2159.71,3077.31,0.46,135.49
102/08-06-062-18W5/00,54.33751,116.68668,-2159.63,3077.23,0.49,135.87
102/08-06-062-18W5/00,54.33734,116.68639,-2159.56,3077.16,0.86,136.59
102/08-06-062-18W5/00,54.33716,116.6861,-2159.56,3077.16,1.22,135.49
102/08-06-062-18W5/00,54.33699,116.68581,-2159.48,3077.08,1.48,134.23
102/08-06-062-18W5/00,54.33665,116.68523,-2158.98,3076.58,0.85,135.71
102/08-06-062-18W5/00,54.33648,116.68493,-2158.66,3076.26,0.8,135
102/08-06-062-18W5/00,54.33614,116.68435,-2158.42,3076.02,0.42,135.2
102/08-06-062-18W5/00,54.33596,116.68406,-2158.45,3076.05,0.14,135.13
102/08-06-062-18W5/00,54.33579,116.68376,-2158.38,3075.98,0.32,135.04
102/08-06-062-18W5/00,54.33562,116.68347,-2158.17,3075.77,0.5,134.73
102/08-06-062-18W5/00,54.33545,116.68317,-2157.96,3075.56,0.65,135.22
102/08-06-062-18W5/00,54.3351,116.68258,-2157.25,3074.85,0.92,133.85
102/08-06-062-18W5/00,54.33494,116.68229,-2156.66,3074.26,0.27,134.06
102/08-06-062-18W5/00,54.33477,116.68199,-2156.08,3073.68,0.38,134.32
102/08-06-062-18W5/00,54.3346,116.6817,-2155.8,3073.4,2.01,135.8
102/08-06-062-18W5/00,54.33443,116.6814,-2155.7,3073.3,1.63,134.37
102/08-06-062-18W5/00,54.33426,116.68111,-2155.48,3073.08,0.34,134.66
102/08-06-062-18W5/00,54.33409,116.68081,-2155.14,3072.74,0.69,134.23
102/08-06-062-18W5/00,54.33391,116.68051,-2154.71,3072.31,1.39,135.48
102/08-06-062-18W5/00,54.33374,116.68022,-2154.36,3071.96,0.8,136.13
102/08-06-062-18W5/00,54.33356,116.67993,-2154.1,3071.7,0.83,135.38
102/08-06-062-18W5/00,54.33339,116.67964,-2153.9,3071.5,1.01,134.52
102/08-06-062-18W5/00,54.33323,116.67935,-2153.64,3071.24,0.81,134.18
102/08-06-062-18W5/00,54.33306,116.67906,-2153.19,3070.79,0.13,134.18
102/08-06-062-18W5/00,54.33289,116.67876,-2152.72,3070.32,0.84,134.94
102/08-06-062-18W5/00,54.3328,116.67861,-2152.57,3070.17,1.83,134.38
102/08-06-062-18W5/00,54.33263,116.6783,-2152.4,3070,0,134.38
