UWI,Lat,Long,Elevation,TVD,DogLegSev,Azimuth
100/01-31-061-18W5/00,54.33995,116.71768,-751.5,1669.1,0.85,255.83
100/01-31-061-18W5/00,54.33994,116.71778,-776.44,1694.04,1.9,251.65
100/01-31-061-18W5/00,54.33992,116.71789,-802.38,1719.98,1.37,253.88
100/01-31-061-18W5/00,54.3399,116.71801,-828.16,1745.76,0.99,254.19
100/01-31-061-18W5/00,54.33987,116.71813,-853.97,1771.57,0.36,254.68
100/01-31-061-18W5/00,54.33985,116.71826,-879.65,1797.25,0.73,252.61
100/01-31-061-18W5/00,54.33983,116.71838,-905.18,1822.78,0.85,251.19
100/01-31-061-18W5/00,54.3398,116.71851,-930.45,1848.05,0.87,249.36
100/01-31-061-18W5/00,54.33978,116.71863,-955.98,1873.58,0.89,248.79
100/01-31-061-18W5/00,54.33975,116.71876,-981.55,1899.15,1.15,248.27
100/01-31-061-18W5/00,54.33971,116.7189,-1006.83,1924.43,1.08,249.48
100/01-31-061-18W5/00,54.33969,116.71903,-1031.58,1949.18,1.82,249.34
100/01-31-061-18W5/00,54.33966,116.71915,-1057.24,1974.84,1.73,247.77
100/01-31-061-18W5/00,54.33963,116.71927,-1083.03,2000.63,1.07,245.93
100/01-31-061-18W5/00,54.3396,116.71938,-1108.71,2026.31,2.11,252.31
100/01-31-061-18W5/00,54.33958,116.71949,-1134.35,2051.95,1.62,253.43
100/01-31-061-18W5/00,54.33956,116.7196,-1160.34,2077.94,0.91,253.49
100/01-31-061-18W5/00,54.33955,116.7197,-1186.5,2104.1,0.11,253.3
100/01-31-061-18W5/00,54.33953,116.7198,-1212.64,2130.24,1.8,257.13
100/01-31-061-18W5/00,54.33952,116.71992,-1238.8,2156.4,0.57,255.8
100/01-31-061-18W5/00,54.3395,116.72003,-1264.65,2182.25,1.18,254.26
100/01-31-061-18W5/00,54.33948,116.72011,-1281.89,2199.49,0.69,253.08
100/01-31-061-18W5/00,54.33946,116.72024,-1307.92,2225.52,2.13,256.08
100/01-31-061-18W5/00,54.33945,116.72038,-1333.51,2251.11,1.95,259.82
100/01-31-061-18W5/00,54.33943,116.72052,-1358.42,2276.02,0.98,258.52
100/01-31-061-18W5/00,54.33941,116.72067,-1383.7,2301.3,1.01,256.86
100/01-31-061-18W5/00,54.33939,116.72081,-1408.92,2326.52,2.06,254.42
100/01-31-061-18W5/00,54.33937,116.72095,-1434.35,2351.95,1.66,252.93
100/01-31-061-18W5/00,54.33934,116.72107,-1459.99,2377.59,0.99,250.95
100/01-31-061-18W5/00,54.33932,116.72119,-1485.65,2403.25,1.02,250.12
100/01-31-061-18W5/00,54.3393,116.7213,-1511.62,2429.22,3.19,248.64
100/01-31-061-18W5/00,54.33926,116.72146,-1564.36,2481.96,2.6,247.34
100/01-31-061-18W5/00,54.33924,116.72153,-1589.94,2507.54,4.42,239.08
100/01-31-061-18W5/00,54.3392,116.72162,-1615.95,2533.55,4.72,235.19
100/01-31-061-18W5/00,54.33915,116.72172,-1641.73,2559.33,3.89,225.21
100/01-31-061-18W5/00,54.33909,116.7218,-1667.17,2584.77,4.85,212.05
100/01-31-061-18W5/00,54.33895,116.7219,-1718.55,2636.15,3.8,191.05
100/01-31-061-18W5/00,54.33888,116.72191,-1744.33,2661.93,5.38,175.16
100/01-31-061-18W5/00,54.3388,116.72189,-1770.75,2688.35,3.95,164.2
100/01-31-061-18W5/00,54.33873,116.72185,-1795.73,2713.33,1.65,160.22
100/01-31-061-18W5/00,54.33865,116.7218,-1821.39,2738.99,0.3,159.95
100/01-31-061-18W5/00,54.33858,116.72175,-1846.73,2764.33,2.13,154.76
100/01-31-061-18W5/00,54.33851,116.72169,-1872.17,2789.77,1.84,153.27
100/01-31-061-18W5/00,54.33845,116.72163,-1891.76,2809.36,4.28,146.45
100/01-31-061-18W5/00,54.33838,116.72155,-1916.95,2834.55,2.1,145.27
100/01-31-061-18W5/00,54.33831,116.72146,-1941.97,2859.57,0.84,143.26
100/01-31-061-18W5/00,54.33823,116.72136,-1966.5,2884.1,3.43,144.92
100/01-31-061-18W5/00,54.33814,116.72125,-1990.69,2908.29,2.89,143.03
100/01-31-061-18W5/00,54.33804,116.72113,-2014.01,2931.61,6.04,142.93
100/01-31-061-18W5/00,54.33778,116.72078,-2061.68,2979.28,5.07,143.05
100/01-31-061-18W5/00,54.33749,116.72044,-2098.85,3016.45,3.92,146.9
100/01-31-061-18W5/00,54.33733,116.72025,-2114.91,3032.51,8.04,145.89
100/01-31-061-18W5/00,54.33716,116.72004,-2128.55,3046.15,8.02,140.81
100/01-31-061-18W5/00,54.337,116.71978,-2139.98,3057.58,9.07,133.57
100/01-31-061-18W5/00,54.33684,116.7195,-2149.53,3067.13,4.71,130.97
100/01-31-061-18W5/00,54.33669,116.7192,-2157.71,3075.31,3,130.8
100/01-31-061-18W5/00,54.33654,116.71889,-2165.67,3083.27,1.81,130.71
100/01-31-061-18W5/00,54.33639,116.7186,-2173.07,3090.67,4.68,132.21
100/01-31-061-18W5/00,54.33633,116.71849,-2175.31,3092.91,5.25,133.21
100/01-31-061-18W5/00,54.33622,116.7183,-2178.67,3096.27,5.24,134.92
100/01-31-061-18W5/00,54.33622,116.7183,-2178.71,3096.31,7.89,134.94
100/01-31-061-18W5/00,54.33599,116.71791,-2182.18,3099.78,7.77,137.61
100/01-31-061-18W5/00,54.33587,116.71774,-2182.37,3099.97,2.99,139.16
100/01-31-061-18W5/00,54.3357,116.71747,-2182.5,3100.1,2.7,136.73
100/01-31-061-18W5/00,54.33552,116.71718,-2182.61,3100.21,1.31,135.56
100/01-31-061-18W5/00,54.33535,116.71689,-2182.67,3100.27,0.36,135.28
100/01-31-061-18W5/00,54.33517,116.7166,-2182.62,3100.22,0.92,136.04
100/01-31-061-18W5/00,54.335,116.71631,-2182.46,3100.06,0.37,135.72
100/01-31-061-18W5/00,54.33483,116.71602,-2182.28,3099.88,0.24,135.5
100/01-31-061-18W5/00,54.33448,116.71543,-2181.99,3099.59,0.11,135.4
100/01-31-061-18W5/00,54.33396,116.71457,-2181.29,3098.89,0.23,135.63
100/01-31-061-18W5/00,54.33328,116.71339,-2180.35,3097.95,0.46,134.07
100/01-31-061-18W5/00,54.33294,116.71279,-2180.08,3097.68,0.45,133.26
100/01-31-061-18W5/00,54.33278,116.71249,-2179.88,3097.48,0.57,132.81
100/01-31-061-18W5/00,54.33229,116.71159,-2179.11,3096.71,0.04,132.72
100/01-31-061-18W5/00,54.33213,116.71128,-2178.91,3096.51,0.61,133.24
100/01-31-061-18W5/00,54.33196,116.71098,-2178.75,3096.35,0.13,133.35
100/01-31-061-18W5/00,54.33146,116.71007,-2178.17,3095.77,0.26,132.67
100/01-31-061-18W5/00,54.3313,116.70976,-2177.94,3095.54,0.14,132.55
100/01-31-061-18W5/00,54.33114,116.70946,-2177.71,3095.31,0.06,132.54
100/01-31-061-18W5/00,54.33097,116.70915,-2177.51,3095.11,0.69,133.13
100/01-31-061-18W5/00,54.3308,116.70885,-2177.37,3094.97,0.06,133.08
100/01-31-061-18W5/00,54.33064,116.70855,-2177.21,3094.81,2.07,134.95
100/01-31-061-18W5/00,54.33046,116.70825,-2177.05,3094.65,0.39,135.3
100/01-31-061-18W5/00,54.33029,116.70796,-2176.84,3094.44,0.88,134.52
100/01-31-061-18W5/00,54.32994,116.70736,-2176.52,3094.12,0.51,135.39
100/01-31-061-18W5/00,54.32977,116.70707,-2176.37,3093.97,1.92,133.68
100/01-31-061-18W5/00,54.3296,116.70677,-2176.13,3093.73,1.82,135.32
100/01-31-061-18W5/00,54.32943,116.70648,-2175.85,3093.45,0.77,136.01
100/01-31-061-18W5/00,54.32908,116.7059,-2175.43,3093.03,0.56,135.06
100/01-31-061-18W5/00,54.32893,116.70563,-2175.32,3092.92,0.24,134.87
100/01-31-061-18W5/00,54.32874,116.70531,-2175.22,3092.82,0.25,134.63
100/01-31-061-18W5/00,54.32857,116.70502,-2175.11,3092.71,1.16,135.67
100/01-31-061-18W5/00,54.3284,116.70473,-2174.91,3092.51,0.37,135.76
100/01-31-061-18W5/00,54.32823,116.70444,-2174.69,3092.29,0.93,134.96
100/01-31-061-18W5/00,54.32807,116.70417,-2174.47,3092.07,0.74,134.44
100/01-31-061-18W5/00,54.3279,116.70387,-2174.11,3091.71,0.53,134.9
100/01-31-061-18W5/00,54.32772,116.70357,-2173.71,3091.31,0.65,134.32
100/01-31-061-18W5/00,54.32755,116.70328,-2173.27,3090.87,1.2,135.4
100/01-31-061-18W5/00,54.32738,116.70299,-2172.82,3090.42,0.97,134.52
100/01-31-061-18W5/00,54.32721,116.70269,-2172.38,3089.98,0.04,134.54
100/01-31-061-18W5/00,54.32704,116.70239,-2171.94,3089.54,0.1,134.63
100/01-31-061-18W5/00,54.32653,116.70151,-2170.71,3088.31,0.06,134.73
100/01-31-061-18W5/00,54.32619,116.70092,-2170.03,3087.63,0.14,134.55
100/01-31-061-18W5/00,54.32602,116.70063,-2169.76,3087.36,0.12,134.47
100/01-31-061-18W5/00,54.32585,116.70034,-2169.51,3087.11,1.26,135.6
100/01-31-061-18W5/00,54.32568,116.70004,-2169.27,3086.87,1.37,134.36
100/01-31-061-18W5/00,54.32551,116.69974,-2169.04,3086.64,0.14,134.47
100/01-31-061-18W5/00,54.32534,116.69945,-2168.8,3086.4,0.41,134.83
100/01-31-061-18W5/00,54.32517,116.69915,-2168.56,3086.16,0.19,134.99
100/01-31-061-18W5/00,54.325,116.69887,-2168.38,3085.98,0.21,134.98
100/01-31-061-18W5/00,54.32483,116.69857,-2168.17,3085.77,0.85,134.27
100/01-31-061-18W5/00,54.32466,116.69828,-2167.94,3085.54,0.7,134.86
100/01-31-061-18W5/00,54.32431,116.69769,-2167.23,3084.83,0.47,134.52
100/01-31-061-18W5/00,54.32415,116.69739,-2166.68,3084.28,0.08,134.46
100/01-31-061-18W5/00,54.32397,116.69709,-2166.17,3083.77,0.27,134.59
100/01-31-061-18W5/00,54.3238,116.6968,-2165.73,3083.33,0.16,134.45
100/01-31-061-18W5/00,54.32363,116.6965,-2165.33,3082.93,0.21,134.48
100/01-31-061-18W5/00,54.32346,116.6962,-2164.92,3082.52,0.38,134.3
100/01-31-061-18W5/00,54.32329,116.69591,-2164.46,3082.06,0.35,134.58
100/01-31-061-18W5/00,54.32312,116.69561,-2164.11,3081.71,0.3,134.6
100/01-31-061-18W5/00,54.32295,116.69532,-2163.79,3081.39,0.35,134.88
100/01-31-061-18W5/00,54.32278,116.69502,-2163.49,3081.09,0.46,134.52
100/01-31-061-18W5/00,54.32261,116.69472,-2163.37,3080.97,0.78,134.15
100/01-31-061-18W5/00,54.32244,116.69443,-2163.43,3081.03,0.35,134.44
100/01-31-061-18W5/00,54.32227,116.69413,-2163.51,3081.11,0.26,134.21
100/01-31-061-18W5/00,54.3221,116.69383,-2163.58,3081.18,0.64,134.79
100/01-31-061-18W5/00,54.32193,116.69354,-2163.54,3081.14,0.63,135.22
100/01-31-061-18W5/00,54.32176,116.69324,-2163.54,3081.14,0.56,135.07
100/01-31-061-18W5/00,54.32141,116.69266,-2163.83,3081.43,0.15,134.84
100/01-31-061-18W5/00,54.32124,116.69236,-2163.92,3081.52,0.46,134.7
100/01-31-061-18W5/00,54.32107,116.69206,-2163.89,3081.49,0.9,133.89
100/01-31-061-18W5/00,54.32074,116.69146,-2164.08,3081.68,0.38,133.5
100/01-31-061-18W5/00,54.32057,116.69117,-2164.38,3081.98,2,135.28
100/01-31-061-18W5/00,54.32039,116.69088,-2164.6,3082.2,1.69,136.66
100/01-31-061-18W5/00,54.32022,116.69059,-2164.55,3082.15,0.83,136.06
100/01-31-061-18W5/00,54.32004,116.6903,-2164.39,3081.99,0.12,136.16
100/01-31-061-18W5/00,54.31987,116.69001,-2164.2,3081.8,0.22,136.01
100/01-31-061-18W5/00,54.31969,116.68973,-2163.89,3081.49,0.46,135.75
100/01-31-061-18W5/00,54.31952,116.68943,-2163.49,3081.09,0.32,135.48
100/01-31-061-18W5/00,54.31934,116.68914,-2163.05,3080.65,0.06,135.48
100/01-31-061-18W5/00,54.31919,116.68888,-2162.63,3080.23,0.21,135.65
100/01-31-061-18W5/00,54.31901,116.68859,-2162.38,3079.98,1.01,135.73
100/01-31-061-18W5/00,54.31866,116.68801,-2161.87,3079.47,0.55,136.15
100/01-31-061-18W5/00,54.31865,116.68799,-2161.83,3079.43,0,136.15
100/01-31-061-18W5/00,54.31829,116.68741,-2160.99,3078.59,0.48,136.99
100/01-31-061-18W5/00,54.31812,116.68713,-2160.69,3078.29,0.57,137.42
100/01-31-061-18W5/00,54.31794,116.68685,-2160.62,3078.22,0.83,137.22
100/01-31-061-18W5/00,54.31776,116.68657,-2160.72,3078.32,0.32,137.51
100/01-31-061-18W5/00,54.31758,116.68629,-2160.91,3078.51,1.19,136.49
100/01-31-061-18W5/00,54.31741,116.686,-2161.26,3078.86,1.49,135.21
100/01-31-061-18W5/00,54.31724,116.6857,-2161.71,3079.31,0.61,134.66
100/01-31-061-18W5/00,54.31706,116.68541,-2162.13,3079.73,0.58,135.17
100/01-31-061-18W5/00,54.31689,116.68512,-2162.32,3079.92,1.05,134.87
100/01-31-061-18W5/00,54.31672,116.68482,-2162.24,3079.84,0.3,135.03
100/01-31-061-18W5/00,54.31655,116.68453,-2162.09,3079.69,0.69,134.41
100/01-31-061-18W5/00,54.31638,116.68423,-2161.92,3079.52,0.49,134.85
100/01-31-061-18W5/00,54.31621,116.68394,-2161.6,3079.2,0.77,134.44
100/01-31-061-18W5/00,54.31604,116.68364,-2161.09,3078.69,1.02,133.56
100/01-31-061-18W5/00,54.31587,116.68334,-2160.6,3078.2,0.85,134.22
100/01-31-061-18W5/00,54.3157,116.68304,-2160.22,3077.82,0.09,134.17
100/01-31-061-18W5/00,54.31553,116.68274,-2159.85,3077.45,0.72,134.82
100/01-31-061-18W5/00,54.31536,116.68245,-2159.5,3077.1,0.22,134.65
100/01-31-061-18W5/00,54.31519,116.68215,-2159.23,3076.83,0.6,134.14
100/01-31-061-18W5/00,54.31502,116.68185,-2159.06,3076.66,0.35,134.28
100/01-31-061-18W5/00,54.31485,116.68156,-2158.96,3076.56,0.68,134.89
100/01-31-061-18W5/00,54.31468,116.68126,-2158.86,3076.46,0.27,135.13
100/01-31-061-18W5/00,54.3145,116.68097,-2158.78,3076.38,0.1,135.22
100/01-31-061-18W5/00,54.31416,116.68038,-2158.6,3076.2,0.25,134.77
100/01-31-061-18W5/00,54.31399,116.68009,-2158.53,3076.13,0.25,134.61
100/01-31-061-18W5/00,54.31382,116.67979,-2158.49,3076.09,0.06,134.6
100/01-31-061-18W5/00,54.31362,116.67944,-2158.43,3076.03,0,134.6
100/08-31-061-18W5/00,54.3405,116.71162,917.6,0,0,0
100/08-31-061-18W5/00,54.3405,116.71162,909,8.6,0,0
100/08-31-061-18W5/00,54.3405,116.71162,853.71,63.89,0.3,281.51
100/08-31-061-18W5/00,54.3405,116.71163,825.74,91.86,0.93,89.24
100/08-31-061-18W5/00,54.3405,116.71162,797.71,119.89,1.43,93.51
100/08-31-061-18W5/00,54.3405,116.71161,769.73,147.87,1.35,43.74
100/08-31-061-18W5/00,54.34051,116.71161,741.27,176.33,1.77,325.09
100/08-31-061-18W5/00,54.34051,116.71162,713.42,204.18,1.63,309.64
100/08-31-061-18W5/00,54.34052,116.71164,685.45,232.15,1.96,310.46
100/08-31-061-18W5/00,54.34053,116.71165,680.72,236.88,1.38,311.12
100/08-31-061-18W5/00,54.34054,116.71167,657.94,259.66,1.36,313.67
100/08-31-061-18W5/00,54.34056,116.71171,630.19,287.41,0.22,311.81
100/08-31-061-18W5/00,54.34057,116.71174,601.05,316.55,0.35,308.63
100/08-31-061-18W5/00,54.34059,116.71178,572.28,345.32,0.15,309.14
100/08-31-061-18W5/00,54.34061,116.71181,543.29,374.31,0.17,307.56
100/08-31-061-18W5/00,54.34062,116.71185,514.32,403.28,0.4,310.35
100/08-31-061-18W5/00,54.34064,116.71189,480.85,436.75,0.44,307.82
100/08-31-061-18W5/00,54.34066,116.71193,450.58,467.02,1.55,304.61
100/08-31-061-18W5/00,54.34069,116.712,413.49,504.11,1.47,306.52
100/08-31-061-18W5/00,54.34074,116.71212,356.26,561.34,0.73,303.61
100/08-31-061-18W5/00,54.34077,116.71219,328.57,589.03,0.27,303.59
100/08-31-061-18W5/00,54.34079,116.71226,300.16,617.44,1.89,293.97
100/08-31-061-18W5/00,54.34081,116.71234,273.39,644.21,2.39,286.87
100/08-31-061-18W5/00,54.34082,116.71243,246.94,670.66,0.8,286.84
100/08-31-061-18W5/00,54.34084,116.71251,220.44,697.16,0.86,283.92
100/08-31-061-18W5/00,54.34085,116.71259,194.07,723.53,1.84,279.61
100/08-31-061-18W5/00,54.34085,116.71269,167.57,750.03,0.65,277.09
100/08-31-061-18W5/00,54.34086,116.71278,141.29,776.31,0.2,276.56
100/08-31-061-18W5/00,54.34087,116.71297,88.14,829.46,0.58,272.41
100/08-31-061-18W5/00,54.34087,116.71306,62.26,855.34,1.05,272.65
100/08-31-061-18W5/00,54.34088,116.71316,35.5,882.1,0.59,273.42
100/08-31-061-18W5/00,54.34088,116.71326,9.89,907.71,0.56,271.43
100/08-31-061-18W5/00,54.34088,116.71336,-16.4,934,0.25,270.95
100/08-31-061-18W5/00,54.34088,116.71345,-42.63,960.23,0.75,270.05
100/08-31-061-18W5/00,54.34088,116.71355,-68.47,986.07,1.4,273.24
100/08-31-061-18W5/00,54.34089,116.71365,-94.59,1012.19,0.78,274.62
100/08-31-061-18W5/00,54.34089,116.71375,-120.43,1038.03,0.48,273.94
100/08-31-061-18W5/00,54.34089,116.71385,-147.21,1064.81,0.96,273.66
100/08-31-061-18W5/00,54.3409,116.71394,-173.57,1091.17,1.86,271.93
100/08-31-061-18W5/00,54.3409,116.71403,-199.26,1116.86,0.35,272.8
100/08-31-061-18W5/00,54.3409,116.71411,-226,1143.6,1.29,273.44
100/08-31-061-18W5/00,54.3409,116.7142,-252.62,1170.22,1.32,272.25
100/08-31-061-18W5/00,54.3409,116.71428,-279.43,1197.03,0.61,269.56
100/08-31-061-18W5/00,54.3409,116.71437,-305.1,1222.7,1.1,271.75
100/08-31-061-18W5/00,54.3409,116.71447,-331.56,1249.16,4.9,270.05
100/08-31-061-18W5/00,54.34091,116.7146,-357.09,1274.69,3.01,271.15
100/08-31-061-18W5/00,54.34091,116.71473,-382.65,1300.25,2.48,276.63
100/08-31-061-18W5/00,54.34092,116.71485,-408.42,1326.02,1.56,277.5
100/08-31-061-18W5/00,54.34093,116.71497,-434.41,1352.01,1,275.59
100/08-31-061-18W5/00,54.34093,116.71508,-460.43,1378.03,1.55,273.13
100/08-31-061-18W5/00,54.34093,116.71518,-486.86,1404.46,2.17,270.45
100/08-31-061-18W5/00,54.34094,116.71526,-513.15,1430.75,1.21,273.45
100/08-31-061-18W5/00,54.34094,116.71534,-539.79,1457.39,2.97,272.57
100/08-31-061-18W5/00,54.34094,116.7154,-566.57,1484.17,2.61,269.21
100/08-31-061-18W5/00,54.34094,116.71545,-593.46,1511.06,0.33,266.76
100/08-31-061-18W5/00,54.34093,116.7155,-620.22,1537.82,1.99,259.09
100/08-31-061-18W5/00,54.34093,116.71557,-646.42,1564.02,2.96,272.95
100/08-31-061-18W5/00,54.34094,116.71564,-672.97,1590.57,1.29,278.28
100/08-31-061-18W5/00,54.34094,116.71572,-699.47,1617.07,2.22,274.72
100/08-31-061-18W5/00,54.34095,116.71581,-725.67,1643.27,0.59,274.9
100/08-31-061-18W5/00,54.34095,116.7159,-751.89,1669.49,1.83,282.2
100/08-31-061-18W5/00,54.34097,116.71599,-778.24,1695.84,0.67,284.97
100/08-31-061-18W5/00,54.34098,116.71608,-804.56,1722.16,0.53,285.04
100/08-31-061-18W5/00,54.34099,116.71617,-831,1748.6,0.13,284.53
100/08-31-061-18W5/00,54.341,116.71626,-857.34,1774.94,1.74,277.85
100/08-31-061-18W5/00,54.34101,116.71635,-883.78,1801.38,0.98,275.59
100/08-31-061-18W5/00,54.34101,116.71652,-936.11,1853.71,0.79,268.82
100/08-31-061-18W5/00,54.34101,116.7166,-962.36,1879.96,0.51,268.83
100/08-31-061-18W5/00,54.34101,116.71668,-989.07,1906.67,0.41,269.26
100/08-31-061-18W5/00,54.34101,116.71677,-1015.5,1933.1,1.91,272.86
100/08-31-061-18W5/00,54.34102,116.71685,-1042.37,1959.97,1.5,271.35
100/08-31-061-18W5/00,54.34102,116.717,-1094.84,2012.44,0.96,271.61
100/08-31-061-18W5/00,54.34102,116.71707,-1121.01,2038.61,0.99,273.28
100/08-31-061-18W5/00,54.34102,116.71714,-1147.92,2065.52,1.25,273.24
100/08-31-061-18W5/00,54.34102,116.7172,-1173.64,2091.24,0.92,272.62
100/08-31-061-18W5/00,54.34103,116.71727,-1200.95,2118.55,1.04,275.19
100/08-31-061-18W5/00,54.34103,116.71733,-1227.51,2145.11,1.24,273.8
100/08-31-061-18W5/00,54.34103,116.71739,-1254.53,2172.13,0.23,273.13
100/08-31-061-18W5/00,54.34103,116.71745,-1282.31,2199.91,0.36,274.11
100/08-31-061-18W5/00,54.34104,116.71752,-1308.68,2226.28,1.91,274.53
100/08-31-061-18W5/00,54.34104,116.7176,-1335.61,2253.21,3.15,275.51
100/08-31-061-18W5/00,54.34105,116.7177,-1361.76,2279.36,3.57,274.58
100/08-31-061-18W5/00,54.34105,116.71782,-1388.34,2305.94,0.88,273.55
100/08-31-061-18W5/00,54.34105,116.71793,-1413.95,2331.55,1.26,271.77
100/08-31-061-18W5/00,54.34105,116.71804,-1439.86,2357.46,0.85,269.8
100/08-31-061-18W5/00,54.34105,116.71815,-1465.87,2383.47,0.24,269.37
100/08-31-061-18W5/00,54.34105,116.71825,-1491.45,2409.05,1.56,268.67
100/08-31-061-18W5/00,54.34105,116.71834,-1518.02,2435.62,2.47,267.96
100/08-31-061-18W5/00,54.34105,116.71842,-1544.34,2461.94,1.58,268
100/08-31-061-18W5/00,54.34105,116.71849,-1570.55,2488.15,1.45,265.12
100/08-31-061-18W5/00,54.34104,116.71856,-1597.74,2515.34,4.73,242.28
100/08-31-061-18W5/00,54.34101,116.71863,-1624.36,2541.96,2.9,230.03
100/08-31-061-18W5/00,54.34093,116.71874,-1677.25,2594.85,2.37,209.94
100/08-31-061-18W5/00,54.34088,116.71878,-1703.09,2620.69,3.05,199.43
100/08-31-061-18W5/00,54.34082,116.7188,-1729.05,2646.65,4.14,186.07
100/08-31-061-18W5/00,54.34076,116.7188,-1754.95,2672.55,4.65,171.66
100/08-31-061-18W5/00,54.34069,116.71877,-1780.78,2698.38,2.23,165.03
100/08-31-061-18W5/00,54.34062,116.71874,-1806.36,2723.96,0.52,163.54
100/08-31-061-18W5/00,54.34055,116.7187,-1831.78,2749.38,0.96,162.56
100/08-31-061-18W5/00,54.34048,116.71866,-1857.55,2775.15,0.84,160.69
100/08-31-061-18W5/00,54.34041,116.71862,-1883.61,2801.21,1.43,156.33
100/08-31-061-18W5/00,54.34034,116.71856,-1909.27,2826.87,3.77,148.06
100/08-31-061-18W5/00,54.34027,116.71846,-1934.78,2852.38,4.9,139.01
100/08-31-061-18W5/00,54.3402,116.71834,-1960.06,2877.66,4.43,135.51
100/08-31-061-18W5/00,54.34014,116.71825,-1978.07,2895.67,2.08,137.07
100/08-31-061-18W5/00,54.34005,116.71811,-2001.53,2919.13,4.65,136.86
100/08-31-061-18W5/00,54.33996,116.71794,-2024.08,2941.68,5.6,130.73
100/08-31-061-18W5/00,54.33987,116.71774,-2045.46,2963.06,5.75,125.61
100/08-31-061-18W5/00,54.33977,116.71752,-2065.7,2983.3,4.66,127.13
100/08-31-061-18W5/00,54.33966,116.71728,-2084.61,3002.21,4.86,129.95
100/08-31-061-18W5/00,54.33954,116.71704,-2102.09,3019.69,4.95,132.37
100/08-31-061-18W5/00,54.3394,116.7168,-2117.83,3035.43,5.78,133.39
100/08-31-061-18W5/00,54.33926,116.71653,-2131.72,3049.32,5.01,132.41
100/08-31-061-18W5/00,54.33911,116.71626,-2143.62,3061.22,5.73,133.88
100/08-31-061-18W5/00,54.33895,116.71599,-2153.6,3071.2,4.6,134.86
100/08-31-061-18W5/00,54.33863,116.71544,-2168.62,3086.22,3.56,136.51
100/08-31-061-18W5/00,54.3385,116.71523,-2173.08,3090.68,3.77,136.88
100/08-31-061-18W5/00,54.33845,116.71516,-2174.28,3091.88,3.76,136.99
100/08-31-061-18W5/00,54.33845,116.71515,-2174.38,3091.98,6.52,137.01
100/08-31-061-18W5/00,54.33823,116.71481,-2178.15,3095.75,6.36,137.86
100/08-31-061-18W5/00,54.3381,116.7146,-2179.07,3096.67,1.38,138.43
100/08-31-061-18W5/00,54.33792,116.71432,-2179.77,3097.37,2.2,137.15
100/08-31-061-18W5/00,54.33774,116.71404,-2180.09,3097.69,0.19,137.28
100/08-31-061-18W5/00,54.33756,116.71376,-2180.28,3097.88,0.85,136.62
100/08-31-061-18W5/00,54.33738,116.71347,-2180.36,3097.96,0.17,136.51
100/08-31-061-18W5/00,54.33721,116.71318,-2180.39,3097.99,1.2,135.43
100/08-31-061-18W5/00,54.33704,116.71289,-2180.28,3097.88,0.95,136.16
100/08-31-061-18W5/00,54.33686,116.7126,-2180.09,3097.69,0.16,136.25
100/08-31-061-18W5/00,54.33668,116.71231,-2179.88,3097.48,0.95,135.42
100/08-31-061-18W5/00,54.33652,116.71204,-2179.71,3097.31,1.48,136.62
100/08-31-061-18W5/00,54.33634,116.71176,-2179.55,3097.15,0.48,136.25
100/08-31-061-18W5/00,54.33617,116.71147,-2179.29,3096.89,0.67,135.69
100/08-31-061-18W5/00,54.33599,116.71118,-2179.1,3096.7,1.39,136.81
100/08-31-061-18W5/00,54.33582,116.71089,-2178.92,3096.52,1.33,135.75
100/08-31-061-18W5/00,54.33565,116.7106,-2178.6,3096.2,0.45,135.35
100/08-31-061-18W5/00,54.33547,116.71031,-2178.29,3095.89,0.89,136.15
100/08-31-061-18W5/00,54.3353,116.71002,-2177.97,3095.57,0.23,135.94
100/08-31-061-18W5/00,54.33512,116.70973,-2177.65,3095.25,0.57,135.42
100/08-31-061-18W5/00,54.33495,116.70944,-2177.54,3095.14,1.54,136.52
100/08-31-061-18W5/00,54.33477,116.70915,-2177.6,3095.2,1.21,135.43
100/08-31-061-18W5/00,54.3346,116.70886,-2177.47,3095.07,0.87,135.37
100/08-31-061-18W5/00,54.33443,116.70857,-2177.14,3094.74,0.32,135.09
100/08-31-061-18W5/00,54.33426,116.70828,-2176.77,3094.37,0.45,135.48
100/08-31-061-18W5/00,54.33409,116.708,-2176.35,3093.95,0.67,136.03
100/08-31-061-18W5/00,54.33391,116.70772,-2175.98,3093.58,2.83,138.54
100/08-31-061-18W5/00,54.33373,116.70743,-2175.69,3093.29,2.73,136.08
100/08-31-061-18W5/00,54.33356,116.70715,-2175.4,3093,0.22,135.92
100/08-31-061-18W5/00,54.33338,116.70686,-2175.18,3092.78,0.24,136.05
100/08-31-061-18W5/00,54.33321,116.70657,-2174.9,3092.5,0.49,135.84
100/08-31-061-18W5/00,54.33303,116.70628,-2174.52,3092.12,0.11,135.76
100/08-31-061-18W5/00,54.33286,116.70599,-2174.15,3091.75,0.15,135.84
100/08-31-061-18W5/00,54.33269,116.7057,-2173.8,3091.4,0.02,135.82
100/08-31-061-18W5/00,54.33251,116.70541,-2173.5,3091.1,0.27,136
100/08-31-061-18W5/00,54.33234,116.70512,-2173.29,3090.89,0.32,136.19
100/08-31-061-18W5/00,54.33216,116.70483,-2173.19,3090.79,0.46,135.88
100/08-31-061-18W5/00,54.33199,116.70454,-2173.18,3090.78,0.26,136.11
100/08-31-061-18W5/00,54.33181,116.70425,-2173.09,3090.69,0.79,135.51
